piramide_1;piramide_2;mes;año;ues;producto;consumo
4 Micro;4.7 Transaccional - Independiente;12;2017;MS;DROGUERIAS;1034367
3 Empresas Pymes;3.2 VIP Estándar;9;2018;RyT;Club Bellavista;21688901
4 Micro;4.5 Transaccional;8;2018;RyT;Hotel Paipa;5797152
2 Emp Medio;2.2 Silver;10;2018;Salud;CHEQUEOS;28810183
2 Emp Medio;2.2 Silver;4;2018;Salud;;33672450
2 Emp Medio;2.2 Silver;4;2018;MS;DROGUERIAS;437900838
4 Micro;4.6 Transaccional - Facultativo;5;2018;MS;SUPERMERCADOS;2486680303
1 Emp Grandes;1.1 Platinum;3;2018;Salud;;2903700
3 Empresas Pymes;3.1 VIP;2;2018;AyB;CATERING;28843838
3 Empresas Pymes;3.1 VIP;9;2018;MS;SUPERMERCADOS;495749253
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Programas Deportivos;236512732
2 Emp Medio;2.1 Gold;1;2017;Vivienda;Fecha Entrega;328236000
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;MS;DROGUERIAS;5914593
3 Empresas Pymes;3.2 VIP Estándar;3;2018;RyT;Hotel Peñalisa;2
6 Otros;No Afiliada;6;2018;MS;SUPERMERCADOS;1841287147
2 Emp Medio;2.1 Gold;9;2018;RyT;Otros;16310186
4 Micro;4.8 Transaccional - Pensionado;11;2018;MS;DROGUERIAS;2632247
6 Otros;No Afiliada;1;2017;Vivienda;SubsidioEntregado;NA
5 Micro;5.1 Colsubsidio;6;2018;AyB;CATERING;15411089
4 Micro;4.5 Transaccional;2;2017;MS;SUPERMERCADOS;94413244
4 Micro;4.5 Transaccional;4;2017;Vivienda;SubsidioEntregado;323853120
4 Micro;4.1 Estándar;12;2018;Salud;;14540600
4 Micro;4.5 Transaccional;12;2017;Vivienda;Fecha Opcion;103234000
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Hotel Paipa;11004953
6 Otros;No Afiliada;5;2018;RyT;Club El Cubo;107720536
3 Empresas Pymes;3.2 VIP Estándar;1;2018;RyT;Hotel Peñalisa;69176645
4 Micro;4.2 Trans. Mas de 100 Trab.;8;2017;Vivienda;SubsidioAsignado;22131510
1 Emp Grandes;1.2 Premium;5;2018;RyT;Club la Colina;11309155
6 Otros;No Afiliada;1;2018;RyT;Piscilago;353350669
1 Emp Grandes;1.2 Premium;1;2018;RyT;Club El Cubo;67202400
2 Emp Medio;2.1 Gold;8;2018;RyT;Piscilago;3993350
5 Micro;5.1 Colsubsidio;1;2018;RyT;Club la Colina;15271671
4 Micro;4.5 Transaccional;7;2017;Vivienda;SubsidioEntregado;320166113
4 Micro;4.1 Estándar;3;2018;AyB;CATERING;1544892
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;4;2018;MS;SUPERMERCADOS;3633766
4 Micro;4.5 Transaccional;11;2017;Vivienda;SubsidioAsignado;702306584
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;12;2017;Vivienda;Fecha Entrega;154362000
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Programas Recreativos;181868378
4 Micro;4.6 Transaccional - Facultativo;10;2018;MS;DROGUERIAS;97950
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Club El Cubo;189871769
2 Emp Medio;2.1 Gold;7;2018;RyT;Eventos y Convenciones;90262821
2 Emp Medio;2.2 Silver;11;2018;RyT;Otros;47151857
1 Emp Grandes;1.2 Premium;9;2018;RyT;Hotel Bosques de Athan;331410
6 Otros;No Afiliada;12;2018;RyT;Hotel Bosques de Athan;141441644
6 Otros;No Afiliada;1;2018;Educación y Cultura;ARTES;2,5e+07
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;RyT;Eventos y Convenciones;428571
3 Empresas Pymes;3.2 VIP Estándar;10;2017;MS;SUPERMERCADOS;16260430
2 Emp Medio;2.1 Gold;11;2018;MS;DROGUERIAS;3144063
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;3;2018;RyT;Hotel Bosques de Athan;587555
1 Emp Grandes;1.1 Platinum;1;2018;RyT;Programas Recreativos;6300000
2 Emp Medio;2.2 Silver;6;2018;AyB;CATERING;49494005
2 Emp Medio;2.2 Silver;9;2018;RyT;Club Bellavista;166041557
4 Micro;4.1 Estándar;11;2018;RyT;Club Bellavista;7561828
1 Emp Grandes;1.2 Premium;3;2018;MS;DROGUERIAS;20889271
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Club El Cubo;9216118
2 Emp Medio;2.1 Gold;4;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;1870000
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Club la Colina;5339619
1 Emp Grandes;1.1 Platinum;4;2018;AyB;CATERING;50821848
4 Micro;4.8 Transaccional - Pensionado;7;2018;RyT;Programas Deportivos;60168
4 Micro;4.5 Transaccional;6;2018;RyT;Eventos y Convenciones;30101056
3 Empresas Pymes;3.2 VIP Estándar;1;2018;Salud;;35598000
6 Otros;No Afiliada;7;2017;MS;SUPERMERCADOS;10712774171
4 Micro;4.1 Estándar;4;2018;RyT;Hotel Paipa;18276729
6 Otros;No Afiliada;12;2018;Salud;CHEQUEOS;6390023
4 Micro;4.8 Transaccional - Pensionado;12;2018;RyT;Hotel Peñalisa;11068098
4 Micro;4.7 Transaccional - Independiente;3;2018;RyT;Hotel Peñalisa;46483
6 Otros;No Afiliada;6;2018;AyB;SALONES CALLE 26;7381454
5 Micro;5.1 Colsubsidio;2;2018;RyT;Club la Colina;5607182
2 Emp Medio;2.2 Silver;5;2018;RyT;Hotel Bosques de Athan;-123528
4 Micro;4.5 Transaccional;9;2018;RyT;Piscilago;12386306
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;8;2018;RyT;Programas Deportivos;1094292
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Hotel Peñalisa;6108224
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;RyT;Club El Cubo;59126656
4 Micro;4.1 Estándar;12;2018;Educación y Cultura;Teatro;-8841431
2 Emp Medio;2.1 Gold;8;2018;RyT;Otros;25820548
1 Emp Grandes;1.1 Platinum;6;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;2715359
2 Emp Medio;2.2 Silver;10;2018;Salud;;56125950
2 Emp Medio;2.1 Gold;9;2018;RyT;Club El Cubo;96672044
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2017;Vivienda;SubsidioEntregado;42719140
2 Emp Medio;2.1 Gold;6;2018;Salud;CHEQUEOS;8642111
6 Otros;No Afiliada;7;2017;Salud;EMPRESARIAL;378337172
6 Otros;No Afiliada;9;2018;Salud;CHEQUEOS;4343801
1 Emp Grandes;1.2 Premium;11;2018;RyT;Programas Deportivos;62595527
2 Emp Medio;2.1 Gold;8;2018;Salud;;5802300
6 Otros;No Afiliada;3;2017;Vivienda;Fecha Opcion;224200000
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Club Calle 195;37045344
4 Micro;4.1 Estándar;11;2018;RyT;Piscilago;404458809
1 Emp Grandes;1.2 Premium;9;2018;RyT;Hotel Peñalisa;0
4 Micro;4.5 Transaccional;6;2018;RyT;Hotel Paipa;0
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;9;2017;Salud;EMPRESARIAL;695400
4 Micro;4.1 Estándar;7;2018;RyT;Club Bellavista;837437
2 Emp Medio;2.1 Gold;7;2018;RyT;Club Bellavista;61539944
6 Otros;No afiliada;7;2017;MS;SUPERMERCADOS;113007467
1 Emp Grandes;1.2 Premium;10;2018;MS;SUPERMERCADOS;577709952
4 Micro;4.1 Estándar;8;2018;Salud;CHEQUEOS;1730576
2 Emp Medio;2.2 Silver;4;2018;RyT;Hotel Peñalisa;4439571
6 Otros;No Afiliada;10;2017;RyT;;3820243689
6 Otros;No Afiliada;5;2018;Educación y Cultura;Teatro;222230400
4 Micro;4.5 Transaccional;5;2018;RyT;Otros;731886
2 Emp Medio;2.1 Gold;2;2018;Salud;;14378850
2 Emp Medio;2.1 Gold;6;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;7913460,33
2 Emp Medio;2.2 Silver;3;2018;MS;DROGUERIAS;586759850
6 Otros;No Afiliada;8;2018;Educación y Cultura;Teatro;220500
2 Emp Medio;2.2 Silver;9;2018;RyT;Piscilago;62151096
1 Emp Grandes;1.2 Premium;4;2018;AyB;CATERING;15903429
6 Otros;No Afiliada;4;2018;RyT;Club la Colina;63736081
4 Micro;4.1 Estándar;11;2018;AyB;CATERING;384247
4 Micro;4.1 Estándar;9;2018;RyT;Club El Cubo;2442741
3 Empresas Pymes;3.1 VIP;9;2018;MS;DROGUERIAS;26717882
2 Emp Medio;2.2 Silver;7;2018;RyT;Otros;3051323
1 Emp Grandes;1.1 Platinum;8;2017;Vivienda;SubsidioAsignado;18442925
6 Otros;No afiliada;4;2017;MS;DROGUERIAS;6746659
6 Otros;No Afiliada;5;2018;AyB;CATERING;16940027
5 Micro;5.1 Colsubsidio;3;2018;RyT;Hotel Peñalisa;-8282575
2 Emp Medio;2.1 Gold;4;2018;RyT;Programas Deportivos;24907411
1 Emp Grandes;1.2 Premium;2;2018;RyT;Club la Colina;9956424
6 Otros;No Afiliada;10;2018;RyT;Hotel Alcaravan;45529050
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Club El Cubo;50725270
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Programas Deportivos;13650592
6 Otros;No Afiliada;1;2018;RyT;Otros;-5313361
6 Otros;No Afiliada;9;2018;Educación y Cultura;Campus;339017
2 Emp Medio;2.1 Gold;3;2018;MS;DROGUERIAS;1062297
6 Otros;No Afiliada;9;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;4640000
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;7;2018;Salud;;45000
6 Otros;No Afiliada;11;2018;RyT;Hotel Peñalisa;139363766
3 Empresas Pymes;3.2 VIP Estándar;9;2018;Salud;CHEQUEOS;6725255
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;Salud;;22337300
6 Otros;No Afiliada;3;2017;Salud;EMPRESARIAL;421145636
3 Empresas Pymes;3.1 VIP;3;2017;Vivienda;SubsidioEntregado;16546920
2 Emp Medio;2.2 Silver;8;2018;MS;SUPERMERCADOS;NA
2 Emp Medio;2.2 Silver;6;2018;Salud;;12467800
6 Otros;No Afiliada;5;2018;RyT;Programas Deportivos;9262857
3 Empresas Pymes;3.1 VIP;11;2018;RyT;Hotel Paipa;17304333
6 Otros;No Afiliada;7;2018;RyT;Club El Cubo;115061656
1 Emp Grandes;1.2 Premium;10;2018;RyT;Club Bellavista;43215704
3 Empresas Pymes;3.2 VIP Estándar;8;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;1016401
1 Emp Grandes;1.2 Premium;2;2018;RyT;Hotel Paipa;0
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Hotel Bosques de Athan;6392523
4 Micro;4.1 Estándar;6;2018;MS;DROGUERIAS;419980
4 Micro;4.8 Transaccional - Pensionado;3;2018;MS;DROGUERIAS;549745
4 Micro;4.5 Transaccional;3;2017;Vivienda;SubsidioAsignado;450007370
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Eventos y Convenciones;1589171827
6 Otros;No Afiliada;5;2017;Vivienda;SubsidioEntregado;NA
6 Otros;No Afiliada;9;2018;RyT;Club Calle 195;3899000
4 Micro;4.1 Estándar;7;2018;RyT;Club El Cubo;837543
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Piscilago;2431482
6 Otros;No Afiliada;6;2018;RyT;Club la Colina;28191684
1 Emp Grandes;1.1 Platinum;12;2018;RyT;Programas Recreativos;381044308
3 Empresas Pymes;3.1 VIP;1;2018;Salud;;99826844
2 Emp Medio;2.2 Silver;9;2018;Salud;CHEQUEOS;1664893
6 Otros;No Afiliada;5;2017;Educacion;Museo;51726600
4 Micro;4.1 Estándar;5;2018;RyT;Hotel Peñalisa;241482
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Eventos y Convenciones;231769827
6 Otros;No Afiliada;1;2018;RyT;Eventos y Convenciones;-114596710
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;2;2018;MS;SUPERMERCADOS;109234108
6 Otros;No Afiliada;5;2018;RyT;Club Calle 195;11697000
2 Emp Medio;2.2 Silver;6;2018;RyT;Eventos y Convenciones;79121618
2 Emp Medio;2.1 Gold;10;2018;MS;SUPERMERCADOS;1228552648
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Eventos y Convenciones;93770284
2 Emp Medio;2.1 Gold;11;2018;RyT;Otros;32032139
1 Emp Grandes;1.2 Premium;2;2018;RyT;Programas Recreativos;1078000
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;7;2017;Salud;EMPRESARIAL;167800
6 Otros;No Afiliada;5;2018;Educación y Cultura;Campus;22307740
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;AyB;CATERING;64467
6 Otros;No Afiliada;12;2017;Vivienda;SubsidioEntregado;12393383492
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Eventos y Convenciones;16296351
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Hotel Peñalisa;10318475
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Hotel Peñalisa;27465324
2 Emp Medio;2.2 Silver;9;2018;RyT;Eventos y Convenciones;125894789
4 Micro;4.6 Transaccional - Facultativo;9;2018;MS;DROGUERIAS;88453249
3 Empresas Pymes;3.2 VIP Estándar;10;2018;MS;SUPERMERCADOS;402324222
6 Otros;No Afiliada;6;2017;Vivienda;Fecha Opcion;318640768
2 Emp Medio;2.1 Gold;4;2018;RyT;Eventos y Convenciones;12427719
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;RyT;Hotel Paipa;1642541
5 Micro;5.1 Colsubsidio;9;2018;RyT;Club la Colina;13140051
4 Micro;4.5 Transaccional;3;2018;RyT;Club Bellavista;10745782
6 Otros;No afiliada;3;2017;Vivienda;SubsidioEntregado;13531350
2 Emp Medio;2.2 Silver;1;2018;RyT;Piscilago;47270649
2 Emp Medio;2.2 Silver;6;2018;RyT;Programas Deportivos;28606324
6 Otros;No afiliada;1;2017;Salud;EMPRESARIAL;4209850
2 Emp Medio;2.2 Silver;6;2018;RyT;Programas Recreativos;3564972
2 Emp Medio;2.1 Gold;2;2018;RyT;Programas Deportivos;4816605
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;RyT;Club Bellavista;9919771
1 Emp Grandes;1.1 Platinum;9;2018;Educación y Cultura;Campus;945375
3 Empresas Pymes;3.2 VIP Estándar;6;2018;Salud;;30548990
6 Otros;No Afiliada;10;2017;Vivienda;Fecha Opcion;2257096310
6 Otros;No Afiliada;12;2017;RyT;;12734351318
4 Micro;4.5 Transaccional;12;2018;Salud;;3541000
3 Empresas Pymes;3.2 VIP Estándar;11;2018;RyT;Hotel Paipa;1200000
4 Micro;4.8 Transaccional - Pensionado;6;2018;MS;SUPERMERCADOS;646331
3 Empresas Pymes;3.1 VIP;10;2018;MS;DROGUERIAS;18822475
6 Otros;No afiliada;11;2017;MS;DROGUERIAS;11154275
2 Emp Medio;2.2 Silver;2;2018;RyT;Hotel Peñalisa;0
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Programas Deportivos;50963879
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;8;2017;Salud;EMPRESARIAL;126000
3 Empresas Pymes;3.2 VIP Estándar;7;2018;AyB;SALONES CALLE 26;766313
4 Micro;4.5 Transaccional;7;2017;MS;DROGUERIAS;84522569
1 Emp Grandes;1.1 Platinum;5;2018;AyB;CATERING;62278948
3 Empresas Pymes;3.1 VIP;10;2018;RyT;Eventos y Convenciones;129076343
2 Emp Medio;2.2 Silver;10;2018;AyB;CATERING;70690769
2 Emp Medio;2.1 Gold;7;2018;MS;DROGUERIAS;438591
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2017;MS;SUPERMERCADOS;2004124
6 Otros;No Afiliada;9;2017;MS;#;261939988
1 Emp Grandes;1.2 Premium;5;2018;RyT;Hotel Peñalisa;941550
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;10;2018;RyT;Club la Colina;1447226
6 Otros;No Afiliada;8;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;4667745
6 Otros;No afiliada;9;2017;Vivienda;SubsidioAsignado;22131510
4 Micro;4.1 Estándar;10;2018;AyB;CATERING;4577545
2 Emp Medio;2.2 Silver;1;2018;Salud;;9741600
2 Emp Medio;2.1 Gold;4;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;4932385
1 Emp Grandes;1.1 Platinum;7;2017;RyT;;750731
1 Emp Grandes;1.2 Premium;10;2018;Salud;;16127150
6 Otros;No Afiliada;8;2018;Educación y Cultura;Campus;6221008
4 Micro;4.7 Transaccional - Independiente;10;2018;MS;DROGUERIAS;2341409
4 Micro;4.6 Transaccional - Facultativo;3;2018;MS;SUPERMERCADOS;2108606726
2 Emp Medio;2.1 Gold;4;2018;Educación y Cultura;C+T;1480600,38
2 Emp Medio;2.1 Gold;2;2018;RyT;Programas Recreativos;13834855
4 Micro;4.1 Estándar;12;2018;RyT;Club Bellavista;27817888
2 Emp Medio;2.1 Gold;1;2018;RyT;Club El Cubo;19068817
4 Micro;4.6 Transaccional - Facultativo;8;2018;MS;DROGUERIAS;86601115
5 Micro;5.1 Colsubsidio;10;2018;RyT;Club la Colina;11015384
2 Emp Medio;2.1 Gold;11;2018;RyT;Programas Deportivos;109290601
3 Empresas Pymes;3.2 VIP Estándar;11;2018;RyT;Eventos y Convenciones;38258934
6 Otros;No afiliada;3;2017;MS;SUPERMERCADOS;94758392
2 Emp Medio;2.1 Gold;7;2018;AyB;CATERING;36620481
6 Otros;No Afiliada;10;2018;RyT;Club Bellavista;81794067
4 Micro;4.1 Estándar;5;2018;RyT;Club Bellavista;1879777
4 Micro;4.7 Transaccional - Independiente;11;2018;RyT;Club Bellavista;5030072
6 Otros;No Afiliada;10;2018;AyB;CATERING;40906622
6 Otros;No Afiliada;2;2018;RyT;Piscilago;109844915
4 Micro;4.5 Transaccional;3;2018;RyT;Club la Colina;9429847
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;2;2017;RyT;;2138091
4 Micro;4.1 Estándar;5;2018;Educación y Cultura;Teatro;3551472
4 Micro;4.1 Estándar;4;2018;MS;SUPERMERCADOS;54858553
6 Otros;No afiliada;11;2017;Vivienda;SubsidioEntregado;20683650
4 Micro;4.5 Transaccional;2;2018;RyT;Programas Deportivos;398900
2 Emp Medio;2.1 Gold;8;2018;RyT;Club Bellavista;43783382
4 Micro;4.1 Estándar;6;2018;AyB;CATERING;2392147
4 Micro;4.5 Transaccional;1;2017;Vivienda;Fecha Entrega;329914000
4 Micro;4.5 Transaccional;4;2018;Educación y Cultura;Teatro;77687000
1 Emp Grandes;1.2 Premium;3;2018;RyT;Club Bellavista;20826732
6 Otros;No Afiliada;6;2018;RyT;Club El Cubo;59460468
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2017;Salud;EMPRESARIAL;94400
4 Micro;4.5 Transaccional;2;2017;MS;#;3500
4 Micro;4.5 Transaccional;2;2018;RyT;Hotel Paipa;26853740
5 Micro;5.1 Colsubsidio;6;2018;RyT;Piscilago;853833
2 Emp Medio;2.1 Gold;6;2018;RyT;Hotel Alcaravan;374030
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;2;2018;RyT;Club El Cubo;15145572
4 Micro;4.1 Estándar;8;2018;RyT;Programas Deportivos;5179326
6 Otros;No Afiliada;9;2018;Educación y Cultura;TEATRO;3243240
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Otros;8198918
4 Micro;4.5 Transaccional;7;2018;Salud;;1646800
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;2;2018;RyT;Piscilago;18471946
6 Otros;No Afiliada;12;2018;RyT;Piscilago;918305306
4 Micro;4.5 Transaccional;7;2017;MS;SUPERMERCADOS;98878020
6 Otros;No Afiliada;12;2017;Salud;EMPRESARIAL;696476429
4 Micro;4.1 Estándar;4;2018;RyT;Club El Cubo;3007881
1 Emp Grandes;1.2 Premium;7;2018;RyT;Piscilago;29249335
4 Micro;4.1 Estándar;9;2018;MS;DROGUERIAS;67440
6 Otros;No Afiliada;1;2018;RyT;Hotel Peñalisa;3380614
4 Micro;4.7 Transaccional - Independiente;10;2017;MS;SUPERMERCADOS;2489456
4 Micro;4.8 Transaccional - Pensionado;8;2018;MS;DROGUERIAS;361588
3 Empresas Pymes;3.1 VIP;12;2018;RyT;Programas Recreativos;237865569
1 Emp Grandes;1.2 Premium;6;2018;RyT;Eventos y Convenciones;15094380
4 Micro;4.1 Estándar;3;2018;Salud;;9150300
2 Emp Medio;2.1 Gold;6;2018;MS;DROGUERIAS;3797726
1 Emp Grandes;1.1 Platinum;10;2018;RyT;Hotel Peñalisa;0
6 Otros;No Afiliada;10;2018;RyT;Club El Cubo;76341556
2 Emp Medio;2.1 Gold;6;2018;RyT;Club El Cubo;32778099
2 Emp Medio;2.2 Silver;6;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;2416651
4 Micro;4.5 Transaccional;6;2017;Vivienda;SubsidioAsignado;290660498
3 Empresas Pymes;3.2 VIP Estándar;4;2018;RyT;Piscilago;8330882
1 Emp Grandes;1.2 Premium;12;2018;RyT;Programas Deportivos;176002909
6 Otros;No Afiliada;10;2018;Salud;;61947030
3 Empresas Pymes;3.2 VIP Estándar;8;2018;Educación y Cultura;EDUCACION INICIAL;1020000
3 Empresas Pymes;3.1 VIP;8;2018;Educación y Cultura;Campus;1665966
3 Empresas Pymes;3.1 VIP;5;2018;Salud;;51630480
6 Otros;No Afiliada;10;2017;MS;#;74933172
4 Micro;4.5 Transaccional;4;2017;MS;DROGUERIAS;80630099
4 Micro;4.1 Estándar;7;2017;Vivienda;SubsidioEntregado;20683650
2 Emp Medio;2.1 Gold;3;2018;Salud;CHEQUEOS;2745686
4 Micro;4.5 Transaccional;11;2018;RyT;Hotel Peñalisa;91773291
6 Otros;No Afiliada;6;2018;RyT;Otros;12350466
6 Otros;No Afiliada;11;2017;Vivienda;SubsidioAsignado;10664436952
2 Emp Medio;2.1 Gold;9;2018;RyT;Hotel Bosques de Athan;1151034
2 Emp Medio;2.1 Gold;3;2018;Educación y Cultura;ARTES;51366151,27
4 Micro;4.1 Estándar;9;2017;RyT;;15126
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Club la Colina;20440277
4 Micro;4.5 Transaccional;9;2018;RyT;Club El Cubo;44459666
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;7;2017;Vivienda;Fecha Promesa;722638000
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;RyT;Hotel Peñalisa;587555
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;RyT;Hotel Bosques de Athan;611665
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Otros;555840
2 Emp Medio;2.2 Silver;3;2018;RyT;Hotel Paipa;25041103
6 Otros;No Afiliada;4;2018;Salud;;23087409
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Club Bellavista;6845606
4 Micro;4.5 Transaccional;12;2018;RyT;Hotel Bosques de Athan;3078767
4 Micro;4.1 Estándar;8;2017;Vivienda;SubsidioAsignado;14754340
4 Micro;4.8 Transaccional - Pensionado;4;2017;MS;DROGUERIAS;1329159
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Piscilago;111030551
2 Emp Medio;2.2 Silver;11;2018;RyT;Hotel Paipa;4544080
3 Empresas Pymes;3.2 VIP Estándar;12;2018;Salud;;34762300
2 Emp Medio;2.2 Silver;1;2018;MS;SUPERMERCADOS;5331416250
1 Emp Grandes;1.2 Premium;12;2018;RyT;Piscilago;12944605
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Club Bellavista;10110120
6 Otros;No afiliada;10;2017;MS;#;172425275
4 Micro;4.5 Transaccional;5;2018;RyT;Programas Deportivos;1873949
1 Emp Grandes;1.2 Premium;2;2018;MS;SUPERMERCADOS;216973417
1 Emp Grandes;1.2 Premium;7;2018;MS;DROGUERIAS;41946741
2 Emp Medio;2.2 Silver;8;2018;RyT;Programas Recreativos;72268686
3 Empresas Pymes;3.2 VIP Estándar;7;2018;Salud;;22482550
3 Empresas Pymes;3.2 VIP Estándar;11;2018;RyT;Club la Colina;5072747
3 Empresas Pymes;3.2 VIP Estándar;6;2018;RyT;Otros;1489568
2 Emp Medio;2.1 Gold;5;2018;RyT;Programas Recreativos;22621600
2 Emp Medio;2.1 Gold;10;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;29833300
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;MS;SUPERMERCADOS;160432874
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Programas Deportivos;1220042
3 Empresas Pymes;3.2 VIP Estándar;2;2018;Educación y Cultura;C+T;3323499,83
4 Micro;4.1 Estándar;10;2017;RyT;;35294
6 Otros;No Afiliada;8;2017;Vivienda;Fecha Opcion;371142768
6 Otros;No Afiliada;10;2018;RyT;Eventos y Convenciones;47640834
4 Micro;4.8 Transaccional - Pensionado;2;2017;MS;SUPERMERCADOS;57300
6 Otros;No Afiliada;6;2018;RyT;Eventos y Convenciones;65255854
4 Micro;4.5 Transaccional;12;2017;Vivienda;SubsidioAsignado;923621684
6 Otros;No afiliada;3;2017;MS;DROGUERIAS;9291534
6 Otros;No Afiliada;4;2018;Educación y Cultura;TEATRO;264454176
6 Otros;No Afiliada;7;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;87018367,63
1 Emp Grandes;1.1 Platinum;10;2018;Salud;;91771500
4 Micro;4.6 Transaccional - Facultativo;11;2017;MS;DROGUERIAS;74550
6 Otros;No Afiliada;1;2017;Vivienda;Fecha Entrega;23820606950
2 Emp Medio;2.2 Silver;1;2018;RyT;Programas Deportivos;0
1 Emp Grandes;1.1 Platinum;1;2018;RyT;Piscilago;873333
4 Micro;4.5 Transaccional;4;2018;RyT;Eventos y Convenciones;7565250
4 Micro;4.6 Transaccional - Facultativo;9;2018;MS;SUPERMERCADOS;2226234249
4 Micro;4.5 Transaccional;7;2018;RyT;Otros;214907
6 Otros;No Afiliada;2;2017;Educacion;SUPERMERCADOS;3242100
6 Otros;No Afiliada;7;2017;MS;DROGUERIAS;1299694222
3 Empresas Pymes;3.1 VIP;11;2018;RyT;Programas Deportivos;107642994
4 Micro;4.7 Transaccional - Independiente;6;2018;RyT;Club El Cubo;-60500
3 Empresas Pymes;3.2 VIP Estándar;4;2018;RyT;Club Bellavista;4305845
6 Otros;No Afiliada;3;2018;MS;SUPERMERCADOS;1560697340
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Club la Colina;43928935
1 Emp Grandes;1.2 Premium;12;2018;Salud;;49150000
1 Emp Grandes;1.2 Premium;5;2018;Salud;CHEQUEOS;1461500
3 Empresas Pymes;3.2 VIP Estándar;1;2018;RyT;Piscilago;12180696
6 Otros;No Afiliada;2;2017;MS;#;423338274
4 Micro;4.5 Transaccional;11;2018;MS;DROGUERIAS;90102694
2 Emp Medio;2.1 Gold;8;2018;MS;DROGUERIAS;4405566
4 Micro;4.7 Transaccional - Independiente;11;2017;MS;SUPERMERCADOS;1077805
4 Micro;4.5 Transaccional;6;2018;Educación y Cultura;C+T;26000000,6
